Title,Link,Price,Description,Images,Colors,Year,Transmission,Condition
TOYOTA AXIO 2017,https://www.smartautos.co.ke/detail/TOYOTAAXIO-19056.html,0.00,"CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_1557b266640dda87c084a5113d9d722c_17052024115414.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_f915ae474297aacb894552fe64416e72_17052024115414.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_8843799b81c9f3057dea8db953328c26_17052024115414.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_2540866d203860084c8e9bbaea2d0826_17052024115414.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_a0e5da8048c40ad44dd4ed5b35499322_17052024115414.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_e886d57cc52127f065abd218e4acd53b_17052024115414.jpg",Pearl,2017,Auto,Foreign Used
TOYOTA AXIO 2017,https://www.smartautos.co.ke/detail/TOYOTAAXIO-19057.html,0.00,"CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Electric Mirrors, Front Grill, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_607baca4788430e061d96961327934c1_20052024092950.png
https://www.smartautos.co.ke/images/CarPhotos/Large_f8bbf65f72c71a7019a26c794a74d3c5_20052024092950.png
https://www.smartautos.co.ke/images/CarPhotos/Large_aa9be7ac016ce703128ce7a3c25536a6_20052024092950.png
https://www.smartautos.co.ke/images/CarPhotos/Large_4de1749226b427ee218cf0a6589eb04f_20052024092950.png
https://www.smartautos.co.ke/images/CarPhotos/Large_bd0a100a699789b573e951c944d67422_20052024092950.png
https://www.smartautos.co.ke/images/CarPhotos/Large_1e504d4f089371e85d7d23ac731895ba_20052024092950.png",White,2017,Auto,Foreign Used
SUBARU IMPREZA 2017,https://www.smartautos.co.ke/detail/SUBARUIMPREZA-19058.html,0.00,"Fog Lights, Rear Wiper, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_60d78ad8719d2526c2fa267818dc39c3_20052024093223.png
https://www.smartautos.co.ke/images/CarPhotos/Large_ab9db65f1251fbc24aeab56a9c5f4f70_20052024093223.png
https://www.smartautos.co.ke/images/CarPhotos/Large_1ebb06b5f8c0c44345658a43a7d0a267_20052024093223.png
https://www.smartautos.co.ke/images/CarPhotos/Large_671426f32b4b52b606e82af62f5cf946_20052024093223.png
https://www.smartautos.co.ke/images/CarPhotos/Large_8a5bace2d3dbe4a45d9dfa501fa19b72_20052024093224.png
https://www.smartautos.co.ke/images/CarPhotos/Large_17120cd254d5b7e17af6e90aa9a1b91f_31052024103155.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_5b43a0fdbe3ed46dd12705cb0e426913_31052024103155.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_b9a07a6565c428e7d7669e5d40956150_31052024103155.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_f9f45c152ea725a74f035fca483fe1de_31052024103155.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_f193f52bc813b4709bc9e349f3f15397_31052024103155.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_afd6ba218a74c2d7cc4417c72ed04ad9_31052024103155.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_c5896545c204eff3832c6ced5229666f_31052024103155.JPG",Silver,2017,Auto,Foreign Used
SUZUKI BALENO 2017,https://www.smartautos.co.ke/detail/SUZUKIBALENO-19059.html,0.00,"Rear Wiper, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_a5e9e8b967c1584278eb30aa00809672_20052024093415.png
https://www.smartautos.co.ke/images/CarPhotos/Large_69346beb504f4e6a15117e90fcb4aa1b_20052024093415.png
https://www.smartautos.co.ke/images/CarPhotos/Large_27acabe5c3a3714cc5e1f1fb57dccdf6_20052024093415.png
https://www.smartautos.co.ke/images/CarPhotos/Large_037f2f72a17cadf1c2b7b403cec74716_31052024103611.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_07895da4cec4d119120c891ad54175af_31052024103611.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_57819fa8d85c195c64251792f7cd0fe6_31052024103611.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_94b480ccf35a27a667ed0107acdc16fe_31052024103611.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_cec97c4f5bcebd5210295af379a142ec_31052024103611.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_37cbe2d42cfe04e9941c9d5218ae2fe8_31052024103611.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_6e2d28906425afae4acb8a75dfdfde74_31052024103611.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_bfa728700d0ceb3d3f96de6ecbdba50a_31052024103611.JPG",Black,2017,Auto,Foreign Used
TOYOTA AXIO 2017,https://www.smartautos.co.ke/detail/TOYOTAAXIO-19060.html,0.00,"CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Electric Mirrors, Front Grill, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_98c770d3427880194ce3de942fcaa60f_20052024021258.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_66a19e2b3e03e261224dfb9550a087ed_20052024021259.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_f3a46d09c0575ab0593247f852094c47_20052024021259.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_e9c39a6fa9da4a4173a6cec09abe55fd_20052024021259.jpg",White,2017,Auto,Foreign Used
NISSAN NOTE 2017,https://www.smartautos.co.ke/detail/NISSANNOTE-19061.html,0.00,"Rear Wiper, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Electric Mirrors, Front Grill, Xenon Headlights","https://www.smartautos.co.ke/images/CarPhotos/Large_7aa5bb89aa69ba1ed6792ff88ad75cd4_20052024021435.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_1f4f8df13ff0b484b4ba6d416a2c68af_20052024021435.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_2b59b5658711ae5c99332ca92d7eb47b_20052024021435.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_67e25033a184484f67454b7466f6e5e8_20052024021435.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_9eff15bd0f0f458e8dcfa6a047565a20_20052024021435.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_686da158550294c9ed14cfc05316e2d4_20052024021435.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_ab1dce9ce2c7dd6f138e38cb300091be_20052024021435.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_dc464a27ac6af2b3b3287102daf003d5_20052024021436.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_57b5c0a27435d98349e3019658b5f8f9_20052024021436.jpg",Silver,2017,Auto,Foreign Used
LEXUS RX200T 2017,https://www.smartautos.co.ke/detail/LEXUSRX200T-19063.html,0.00,"Fog Lights, Rear Wiper, Leather Seats, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Electric Seats, ABS, Reverse Parking Sensors, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_60abe9146e2f45a78611bd8c16c5656d_21052024100047.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_9abcf50585a8993d6b8a3a0395be9c68_30052024090234.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_58cbc24b7dfc6a517f47eacd19b69936_21052024100047.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_c0d750b2a9b71cbc34611c14c6a78239_21052024100047.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_50e526727ea2a9ed3d4eed303a8bd01c_30052024090234.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_467b024056f4d4a69c50200d9ceeb078_30052024090234.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_e0569e1a47e7972edfd29d19c7be83cc_30052024090234.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_4db3b8075f95a51f6c5377f3d9591fd0_30052024090234.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_4cf31543188b31f954dc78e45f828a96_30052024090234.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_e3e7fadf5a49c094907c8548ad8a2073_30052024090234.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_8146c4ec3b8012267588215736a3e249_30052024090234.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_2ef2cb2a11458fa098ace9fa423b861e_30052024090234.jpg",Pearl,2017,Auto,Foreign Used
TOYOTA PREMIO 2017,https://www.smartautos.co.ke/detail/TOYOTAPREMIO-19065.html,0.00,"Fog Lights, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Electric Mirrors, Front Grill, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_649b7dd2179d35fd47b8b5f3f6e952ca_21052024100656.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_a83ff1868b6677a506b70786f51edfbb_21052024100656.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_e6e6fec326c6ef8b9b6e4b4f55e2318b_21052024100657.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_fde94472af73b72bd371999146fe08b5_21052024100657.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_1856581128a3755ea939835b5653e084_30052024090648.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_b58b38b1c92a7a8e7f4249b1224ce1d6_30052024090648.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_85338b898d878110016f6d8d8b7260d5_30052024090648.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_b12081d449c7b0937708d1deee0a4bee_30052024090648.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_2aaba239d8918e03e333a7e45453acc4_30052024090648.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_6726f94341cb1b0f1c2fa18355a9a480_30052024090648.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_4f6df594ae536a6fac554a936e8e5b1a_30052024090648.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_2fea527465c95c7485626b36b468cb46_30052024090649.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_e9a61883a4e6460db9b423a264c3fb3c_30052024090649.jpg",Black,2017,Auto,Foreign Used
TOYOTA PROBOX 2018,https://www.smartautos.co.ke/detail/TOYOTAPROBOX-19066.html,0.00,"Air Conditioning, Power Steering","https://www.smartautos.co.ke/images/CarPhotos/Large_6feec9368f669bfc635c41f503f704ea_22052024094307.png
https://www.smartautos.co.ke/images/CarPhotos/Large_01cb28892289917a750da31ce6997f32_22052024094307.png
https://www.smartautos.co.ke/images/CarPhotos/Large_2a7d8371e882ab739db60858d590088a_22052024094307.png
https://www.smartautos.co.ke/images/CarPhotos/Large_341cb15b158380d1806c714282cef2ff_22052024094307.png
https://www.smartautos.co.ke/images/CarPhotos/Large_74ba5665d12b32c1273b4d769da2eb7a_22052024094307.png",White,2018,Auto,Foreign Used
LEXUS RX350h 2023,https://www.smartautos.co.ke/detail/LEXUSRX350h-19067.html,0.00,"Cruise Control, Power Lock, Fog Lights, Rear Wiper, Leather Seats, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Reverse Camera, Electric Seats, ABS, Reverse Parking Sensors, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Power Mirrors, Panaromic sunroof, Radar safety package, Blind spot monitor, Around view monitor, Mark Levinson system","https://www.smartautos.co.ke/images/CarPhotos/Large_c1c8b97df2d19e68150d51594dc48195_22052024095110.png
https://www.smartautos.co.ke/images/CarPhotos/Large_06d42a8475427d7fbfb34330848bd3a7_31052024104031.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_685fb8cb1cf901f41df5bb4b56d77e6d_31052024104034.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_6fb6afce63616e57609e90442e697730_31052024104034.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_804e947cdd4df4fdba86f67b29a089c5_31052024104033.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_58fbb2868c8e943d7243f19ad55cd136_31052024104033.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_8b662d98b22ef47fe2cfb06673c08103_31052024104033.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_617a4de41e3ce8b5865f07f420a28f7e_31052024104032.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_c4a9e190148fae30b820af5f8ae762c0_31052024104032.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_21511ff295531846e17e2fde6239878d_31052024104032.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_74af011d570addb081d5e0f98a589991_31052024104031.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_2ca85b2f30780c253871f5c2588c2b15_31052024104031.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_5f11518e4d2b2be704e52fb1daa31478_31052024104030.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_0e591ac4329eed1050dffe550bdb35a6_22052024095111.png
https://www.smartautos.co.ke/images/CarPhotos/Large_495343809bb4a0642a669e59d1b362a1_22052024095111.png
https://www.smartautos.co.ke/images/CarPhotos/Large_92a27c259d4acd2544da1b8192610531_22052024095111.png
https://www.smartautos.co.ke/images/CarPhotos/Large_c2ed8006b240bdbb653b64883c422291_22052024095111.png
https://www.smartautos.co.ke/images/CarPhotos/Large_dd6510dc21bc863e0b18f5048cd95442_22052024095111.png
https://www.smartautos.co.ke/images/CarPhotos/Large_f46a6b0a80712ac94741531f31e81ee7_22052024095111.png
https://www.smartautos.co.ke/images/CarPhotos/Large_92322f9e4cdf0368b6246acb82ca56d5_22052024095111.png",Sonic Titanium,2023,Auto,Brand New
SUBARU FORESTER 2018,https://www.smartautos.co.ke/detail/SUBARUFORESTER-19068.html,0.00,"Cruise Control, Rear Wiper, Leather Seats, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Reverse Camera, Electric Seats, ABS, Reverse Parking Sensors, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Power Mirrors, Half leather, Radar safety package","https://www.smartautos.co.ke/images/CarPhotos/Large_6a7611b6558b761017d6627a5232e2df_22052024095606.png
https://www.smartautos.co.ke/images/CarPhotos/Large_d57f5ea91870beb1ffa0d0ce72eeffc6_22052024095606.png
https://www.smartautos.co.ke/images/CarPhotos/Large_8879669d62c413876af2952e2039bbc9_22052024095606.png
https://www.smartautos.co.ke/images/CarPhotos/Large_b5b71c1ba89419d6fb468687887675b6_22052024095606.png
https://www.smartautos.co.ke/images/CarPhotos/Large_0854e83ffb247ddfdfc8b35905761b5b_22052024095606.png
https://www.smartautos.co.ke/images/CarPhotos/Large_240e845e898110df5cf0ebe00b3c2223_31052024104244.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_1aa3b89a71d5d827c85fe11d277c456a_31052024104244.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_1e3e2474c19b949e1d23429d5bd78eed_31052024104244.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_af0c5674c9fe1c3e4bb63e47fe4d44be_31052024104245.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_f6cb5f8a38db1eec571fd0c853315823_31052024104245.jpg",khaki,2018,Auto,Foreign Used
TOYOTA FIELDER 2017,https://www.smartautos.co.ke/detail/TOYOTAFIELDER-19069.html,0.00,"Rear Wiper, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Electric Mirrors, Front Grill, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_91e98a1df46693b95c2633f1fc391d6f_23052024084914.png
https://www.smartautos.co.ke/images/CarPhotos/Large_7fddd13cac3fee188ab27175121d4f65_23052024084915.png
https://www.smartautos.co.ke/images/CarPhotos/Large_0d51350cd169bd8af38bfa17a2819972_23052024084915.png
https://www.smartautos.co.ke/images/CarPhotos/Large_b11801496d3ead0d56c1f9fd20d8f83c_23052024084915.png
https://www.smartautos.co.ke/images/CarPhotos/Large_e059e6701e13b6bc3fc31e4b2bbebf09_23052024084915.png
https://www.smartautos.co.ke/images/CarPhotos/Large_2d4a3a92a45432c051c2a27e5e3cb043_31052024104711.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_fbc450fb2004161d5eb724405efa3538_31052024104712.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_4876b9314537d0237d581b2731adf68d_31052024104712.JPG",Silver,2017,Auto,Foreign Used
TOYOTA PROBOX 2017,https://www.smartautos.co.ke/detail/TOYOTAPROBOX-19070.html,0.00,"Air Conditioning, Power Steering","https://www.smartautos.co.ke/images/CarPhotos/Large_d8d21d51a19261a0b01158d63273994c_23052024124645.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_a1e5667792d7da03c35fa41786647a81_23052024124645.jpg",Silver,2017,Auto,Foreign Used
TOYOTA PROBOX 2017,https://www.smartautos.co.ke/detail/TOYOTAPROBOX-19072.html,0.00,"Air Conditioning, Power Steering","https://www.smartautos.co.ke/images/CarPhotos/Large_a732dced1ba01a31f1549df20ba7a395_27052024104534.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_afcf5661c8bc0647fe456ffb6368fabe_27052024104534.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_0b62957836da9226853a2805820d252d_27052024104534.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_ff638c9a608b6a09e811042c2a77aafc_27052024104534.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_12a6faedca5f9be45b6cca85998bf828_27052024104534.jpg",White,2017,Auto,Foreign Used
TOYOTA PROBOX 2017,https://www.smartautos.co.ke/detail/TOYOTAPROBOX-19073.html,0.00,"Air Conditioning, Power Steering","https://www.smartautos.co.ke/images/CarPhotos/Large_76d898a64639f51dd5c2ad81e708e813_27052024104626.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_a6aaa15f66e2e80775746de7b43cc631_27052024104626.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_efd7d3b29bb4d97121a2fa1e4afd1b63_27052024104626.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_217c2a6e4bad216d5ce400d3320fdc72_27052024104626.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_5c773b2bcfde2f424d807ee74068f2aa_27052024104626.jpg",White,2017,Auto,Foreign Used
TOYOTA PROBOX 2019,https://www.smartautos.co.ke/detail/TOYOTAPROBOX-19075.html,0.00,"Air Conditioning, Power Steering","https://www.smartautos.co.ke/images/CarPhotos/Large_93c9599212421457c9275fba9210de4a_27052024104842.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_eed9cf8c8b3d9666e2dd2b4f402832ef_27052024104842.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_84b00cdabd5fe3992299d1c2bedeb498_27052024104842.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_d78ec25255df597d27be30e16cbe925b_27052024104842.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_99f9491dca1ef1c864051428b5ac6961_27052024104842.jpg",White,2019,Auto,Foreign Used
TOYOTA PROBOX 2017,https://www.smartautos.co.ke/detail/TOYOTAPROBOX-19076.html,0.00,"Air Conditioning, Power Steering","https://www.smartautos.co.ke/images/CarPhotos/Large_a6b1b0c9729df4c5414b78f3222791c3_27052024104931.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_2fbd2bf170d80dd102de210781041c24_27052024104931.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_810613c14fb18ba7e195278f81ee2f6d_27052024104931.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_abcdf04f33afeffbbfb954d12cf5fcbd_27052024104931.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_6da199899aae21a3f22d0866c69ba61d_27052024104931.jpg",Silver,2017,Auto,Foreign Used
TOYOTA PROBOX HYBRID 2019,https://www.smartautos.co.ke/detail/TOYOTAPROBOX HYBRID-19077.html,0.00,"Air Conditioning, Power Steering","https://www.smartautos.co.ke/images/CarPhotos/Large_7ec4b1f8cdbe092c5d49e240f3ddad12_27052024105117.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_569d50a807f4f93bf0f7cd631a44f932_27052024105117.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_6d5106626620877cb91c289d21741904_27052024105118.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_242e8ef612f5c6d38cdaba54139f3270_27052024105118.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_e3d6607b79f1936ba78c451d41cdabe7_27052024105118.jpg",White,2019,Auto,Foreign Used
TOYOTA HARRIER 2017,https://www.smartautos.co.ke/detail/TOYOTAHARRIER-19078.html,0.00,"Fog Lights, Rear Wiper, Leather Seats, CD Player, Air Conditioning, Power Steering, Power Windows, Reverse Camera, Electric Seats, ABS, Reverse Parking Sensors, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_6b121883ed0d5189a983d1621eb5d5f9_27052024105228.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_884156d65b92309edbcedf0f560a49ce_27052024105228.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_63fd5739500787b4b8be410b6c66af80_27052024105228.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_0fe84320c43ccc7f886d20a1e49519d5_27052024105228.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_e5ae6b33af7c7bf888bb704900ce7d64_27052024105228.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_7b75a9342a900de40744a2f0319ca5fe_18062024014206.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_43cd84f8e290686461824f0aaae1e83f_18062024014206.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_36cbd1853008577fcd526cd1b39e6bf4_18062024014206.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_0c8d80c61ea30002e3ed867589831c34_18062024014206.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_ac3dee4783de2867c4642848277ef574_18062024014206.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_a9a5cedce1f6cddaef22161ae4504c42_18062024014206.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_a2101b589d2063f1ee50dafa922dfd66_18062024014206.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_584d249c85d9c79a85e7719620523fbe_18062024014206.jpg",Blue,2017,Auto,Foreign Used
SUBARU XV 2017,https://www.smartautos.co.ke/detail/SUBARUXV-19080.html,0.00,"Fog Lights, Rear Wiper, Leather Seats, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Electric Seats, ABS, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_a0382805f59906e6c33d8ada91ba06c1_27052024105631.png
https://www.smartautos.co.ke/images/CarPhotos/Large_09a0131856581e0ba6c3314c91ee61d6_27052024105631.png
https://www.smartautos.co.ke/images/CarPhotos/Large_185bb5ebc116e52a882f6eb05d981a12_27052024105631.png
https://www.smartautos.co.ke/images/CarPhotos/Large_d95bd1254e21279395ab8bc430b53989_27052024105631.png
https://www.smartautos.co.ke/images/CarPhotos/Large_2ece045a23e1676db964b2812946470d_27052024105631.png
https://www.smartautos.co.ke/images/CarPhotos/Large_59deb420a0993f32b902a117a53074c3_27052024105631.png
https://www.smartautos.co.ke/images/CarPhotos/Large_bbf741bcbb86bc66fa838e20294ed1bd_13062024030533.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_a59d121b084fd9e459fa1863f0197c6c_13062024030533.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_56d20c345abc2223af0b370790be52af_13062024030533.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_573c5004948050493d263f8c9d7aaf21_13062024030534.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_5fc6451088d1feb85574b47024b11b61_13062024030534.jpg",Blue,2017,Auto,Foreign Used
NISSAN NOTE 2017,https://www.smartautos.co.ke/detail/NISSANNOTE-19081.html,0.00,"Rear Wiper, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Electric Mirrors, Front Grill, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_7a3f0ee7f11d5268ca639ee12d7afbdc_27052024111428.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_2b0eff8f80f9b4c50cb1ca011dfbebd6_27052024111428.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_ccee57645cd317e917f9baf39cff8541_27052024111428.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_b20f7429b14583391bad1b72a5be0b9b_27052024111428.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_35ce0f679c60bf3aca0d934e56a4f09d_27052024111429.jpg",Silver,2017,Auto,Foreign Used
TOYOTA PROBOX 2017,https://www.smartautos.co.ke/detail/TOYOTAPROBOX-19083.html,0.00,"Air Conditioning, Power Steering","https://www.smartautos.co.ke/images/CarPhotos/Large_d2495446b8e8f1746b08d5ce553c4371_28052024094334.png
https://www.smartautos.co.ke/images/CarPhotos/Large_db523c17d283dbad9897c9d0d68e58ba_28052024094334.png
https://www.smartautos.co.ke/images/CarPhotos/Large_1cbc9c89520d041267df55762a37e14b_28052024094334.png
https://www.smartautos.co.ke/images/CarPhotos/Large_63815b81c70641b2921913256a591df5_28052024094334.png
https://www.smartautos.co.ke/images/CarPhotos/Large_8d31b5749ef4a16233ca50a281664d37_28052024094334.png",White,2017,Auto,Foreign Used
