Title,Link,Price,Description,Images,Colors,Year,Transmission,Condition
MITSUBISHI PAJERO 2017,https://www.smartautos.co.ke/detail/MITSUBISHIPAJERO-19154.html,0.00,"Fog Lights, Rear Wiper, Leather Seats, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Side Steps, Reverse Camera, Electric Seats, ABS, 7 Seater, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_5ebaa1a4bd2e999d5a71249730c8bdcc_13062024020423.png
https://www.smartautos.co.ke/images/CarPhotos/Large_56eecaaa2c3e0741582b8bfcca04d007_13062024020423.png
https://www.smartautos.co.ke/images/CarPhotos/Large_5f8d7c499e13c5ca6461919d582ee6a3_13062024020423.png
https://www.smartautos.co.ke/images/CarPhotos/Large_5b58d3a4dd688350c4cb4c9e7656f2d7_13062024020423.png
https://www.smartautos.co.ke/images/CarPhotos/Large_73a2fe20387790529d353f697e9e7bb9_13062024020423.png
https://www.smartautos.co.ke/images/CarPhotos/Large_2f5b8c2892239f7fcd43f36b76be6815_13062024020423.png
https://www.smartautos.co.ke/images/CarPhotos/Large_756f69793298459dc86a903d5f66a1b6_13062024020424.png
https://www.smartautos.co.ke/images/CarPhotos/Large_3d116451bd21ad7166742b8eec9a7698_13062024020424.png
https://www.smartautos.co.ke/images/CarPhotos/Large_b1f59d2b813cec0aea7d74e67616105c_13062024020424.png
https://www.smartautos.co.ke/images/CarPhotos/Large_54eaf76913c9009a5eb1c7978c63206f_28062024115610.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_df5c9aed8b3f22af9d7f927a76c80938_28062024115610.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_3f2999a9c84220aa3df9e2ddd881ddfd_28062024115610.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_74a887a63d2046567618b99a70f036e1_28062024115610.JPG",Pearl,2017,Auto,Foreign Used
LAND ROVER RANGE ROVER SPORT. 2018,https://www.smartautos.co.ke/detail/LAND ROVERRANGE ROVER SPORT.-19155.html,0.00,"Cruise Control, Power Lock, Fog Lights, Rear Wiper, Leather Seats, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Side Steps, Reverse Camera, Electric Seats, ABS, Reverse Parking Sensors, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Sliding Panoramic roof, Power Mirrors, Radar safety package, Blind spot monitor, Around view monitor","https://www.smartautos.co.ke/images/CarPhotos/Large_a80c71b48174975cf4931d28765a984c_24062024124213.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_0913dcbd6e73aad9028cb8d636bbcd88_24062024124258.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_5e530c08a6701d9db8144674d41be795_24062024124259.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_63b3fddb1dd4315d8b60b1b8715084ff_24062024124259.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_f37aa8535a2e14bca332338db92efeba_24062024124259.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_c7d59ff9f603b69321317eb908964e40_24062024124258.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_d5024ada509fc8c83534662fff8f986e_24062024124258.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_96fd1fcfe02aca27e15b517eff9aa365_24062024124258.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_6c91874760361347cd114b5cde18fc3d_24062024124258.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_8c042f3451faa128e549940ad3140cd2_24062024124258.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_568ffda257175bc1b3904cabf357bdc6_24062024124258.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_a50f0f42c628f0032180e1841b2ed52d_24062024124258.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_892ede7d1f03a321eb98dfedc0fdcb22_24062024124258.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_115b8fab0eba7f0972278893b69a1605_13062024021048.png
https://www.smartautos.co.ke/images/CarPhotos/Large_e68e2b37784fc27959b37868e90db86c_13062024021048.png
https://www.smartautos.co.ke/images/CarPhotos/Large_3c74a593568964b472296159445dfd5e_24062024124257.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_b56aab409fe43173dbf497233e8534f4_24062024124258.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_c1e0431ca0890b999e5476daaaf86ac0_24062024124258.JPG",Grey,2018,Auto,Foreign Used
TOYOTA PROBOX 2018,https://www.smartautos.co.ke/detail/TOYOTAPROBOX-19156.html,0.00,"Air Conditioning, Power Steering","https://www.smartautos.co.ke/images/CarPhotos/Large_14c5d55d68e214c742c9c6568815192a_13062024022259.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_1c9a607b2c35654a287e903fbd1bce9a_13062024022259.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_48f7d842a3c1cebe5b9cb69fff5fd590_13062024022259.jpg",White,2018,Auto,Foreign Used
TOYOTA PROBOX 2017,https://www.smartautos.co.ke/detail/TOYOTAPROBOX-19157.html,0.00,"Air Conditioning, Power Steering","https://www.smartautos.co.ke/images/CarPhotos/Large_1c77099777c82f8df2d5c58548d7d942_13062024022514.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_d956e17f69bddebe625818a6fd9fe86e_13062024022514.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_7b995d594d666e0ad4a2a955c63a8066_13062024022515.jpg",White,2017,Auto,Foreign Used
TOYOTA HARRIER 2017,https://www.smartautos.co.ke/detail/TOYOTAHARRIER-19158.html,0.00,"Fog Lights, Rear Wiper, Leather Seats, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Reverse Camera, Electric Seats, ABS, Reverse Parking Sensors, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Power Mirrors, Half leather","https://www.smartautos.co.ke/images/CarPhotos/Large_1255805f1c976f9acd43ae6dffd87ba6_13062024022639.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_09dbf1f1bfb5378aaf3059cdc18049fc_13062024022639.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_472fbcc8d8395a0bc116e2dfcd2859ce_13062024022639.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_31a943f85163b7baae97e99bc3bcb5de_13062024022639.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_4ae68070d6278bedb3096709ce9d2b54_13062024022640.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_19d1d71f64d545de0ba0323b4dfd2aa3_13062024022640.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_573cd086d901280e2607e21d789e1444_18062024022044.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_0881ee19b7ffd07b1e2873c733c9e6d8_18062024022044.jpg",Pearl,2017,Auto,Foreign Used
TOYOTA HARRIER 2017,https://www.smartautos.co.ke/detail/TOYOTAHARRIER-19159.html,0.00,"Cruise Control, Power Lock, Fog Lights, Rear Wiper, Leather Seats, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Reverse Camera, Electric Seats, ABS, Reverse Parking Sensors, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Power Mirrors, Half leather","https://www.smartautos.co.ke/images/CarPhotos/Large_c5a2a51f00b7c967f13acf3efcc50ee1_13062024023045.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_72fa262598015a8729bba6850608b2b0_13062024023045.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_ceced0ca83c12ff6a25460c4631e2444_13062024023045.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_5597a58455a83803e749fae353e5a602_13062024023045.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_251032af40c36dea4a1575b8326ac97c_19062024023628.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_5787cf875f6c223f2b339e487617c863_19062024023628.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_988fa8cdc3a253661fed411ae2a8f3c9_19062024023628.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_06cdbafb1363517b51fc9ebb43866f93_19062024023628.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_00dbeca7af01661d4eed33d178b031e4_19062024023628.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_9f6443976e977e6ba96e61ad32ebf19a_19062024023628.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_e9e65f295bbff5ae16b0960e4e3525f9_19062024023628.jpg",Black,2017,Auto,Foreign Used
TOYOTA AURIS 2017,https://www.smartautos.co.ke/detail/TOYOTAAURIS-19160.html,0.00,"Fog Lights, Rear Wiper, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Rear Spoiler, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_fdf0b8339ade870bbdc6d29624322922_13062024023222.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_5ef6e7f6e1474428e19b09a34a96ee2f_13062024023222.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_7afc92743ca1ba66695527a609eff731_13062024023222.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_6e8a278b1a199ddfa9306676fdd60aaa_13062024023222.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_67f6a14ecae05f72e44772be363b5d08_19062024024019.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_fcd9d8ac39c5c5b35216ab2c864045fe_19062024024019.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_d94deeb8cefe2a71b8a8d4cbb3b207d4_19062024024019.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_cb0cb35df0403148089003f905beba2e_19062024024019.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_c0321a998a521cca14c67ad71ce82d2f_19062024024019.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_0d56dbd9e4fabf4d0035107d7973b2be_19062024024019.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_0bb8a0f0c29bc7fa23c55c1fa0c6fdac_19062024024020.jpg",Silver,2017,Auto,Foreign Used
MAZDA CX-5 2017,https://www.smartautos.co.ke/detail/MAZDACX-5-19161.html,0.00,"Fog Lights, Rear Wiper, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Rear Spoiler, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_0d59948a043e8845a5bf7f0db6df1593_19062024024432.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_f2dc6974e5dc2aef950a90ed9d6ff0c0_19062024024331.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_8784195c71e1988f82297b246ad6f2e7_13062024023554.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_6bcfb31030e6db48641690961fb592bd_19062024024331.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_5a107996f545b6f7d37434ea385cc0ea_19062024024331.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_e8db25782b69c2b33a72630c0cb6d0b9_19062024024331.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_b7ebdb8a44f9ba778e0dcaf966180058_19062024024331.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_a9588aba94a2ce5976b05f941c3bc595_19062024024331.jpg",Grey,2017,Auto,Foreign Used
TOYOTA LAND CRUISER PRADO. 2020,https://www.smartautos.co.ke/detail/TOYOTALAND CRUISER PRADO.-19162.html,0.00,"Cruise Control, Fog Lights, Rear Wiper, Leather Seats, CD Player, Sun Roof, Central Locking, Air Conditioning, Power Steering, Power Windows, Side Steps, Reverse Camera, Electric Seats, ABS, Reverse Parking Sensors, 7 Seater, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Power Mirrors, Radar safety package","https://www.smartautos.co.ke/images/CarPhotos/Large_04653e429095c9f3fb25b043715bf13a_14062024021415.png
https://www.smartautos.co.ke/images/CarPhotos/Large_aa2d4eb0edbb8bcb7abfa007cf9cc1a9_28062024120144.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_09349090cc65a3ac7c1c3a770440763a_28062024120145.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_0642899ab3ff8ffc896e13fad11661b4_28062024120144.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_5330a422e50300b6951acf098d322ed0_28062024120144.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_875a0bfafc976212772c9b7874d3f454_28062024120144.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_f9e4f0a36055256546bc779f36085876_28062024120144.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_737e4beab333be91212d702eae53755a_28062024120144.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_5b6937a9938bc5664a120b57711bc880_28062024120144.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_b9c59968187b8ade7bc9892bb68963d7_28062024120144.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_fb38bc1f364bcfa490676a1b573801ff_28062024120144.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_ca36efe59ba5af66301935b31bae01a1_28062024120144.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_8ce155434ca220385b1c68f6140619b0_28062024120144.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_142c2237337622e36e66bf8724d60fa1_28062024120143.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_3538d7a73765a5a30e886c64f04a68fb_28062024120143.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_1df37c37217ca52c92b2f9042cc898d7_28062024120143.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_1960b1d4ef51ede147a377d7ed15d952_28062024120143.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_3570708a7ae4242b06d4419fcf9cbc89_14062024021415.png
https://www.smartautos.co.ke/images/CarPhotos/Large_a6f6d735586d44fca5c2147abf26f672_14062024021415.png
https://www.smartautos.co.ke/images/CarPhotos/Large_8e971b337bfc68556621bfbb3181723e_14062024021415.png",Black,2020,Auto,Foreign Used
LAND ROVER RANGE ROVER SPORT. 2018,https://www.smartautos.co.ke/detail/LAND ROVERRANGE ROVER SPORT.-19163.html,0.00,"Cruise Control, Power Lock, Fog Lights, Rear Wiper, Leather Seats, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Side Steps, Reverse Camera, Electric Seats, ABS, Reverse Parking Sensors, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Sliding Panoramic roof, Power Mirrors, Meridian sound system, Radar safety package, Blind spot monitor, Around view monitor","https://www.smartautos.co.ke/images/CarPhotos/Large_5f67dfff8dc26f5445d961814a478850_14062024022017.png
https://www.smartautos.co.ke/images/CarPhotos/Large_3dca54da466f866af0a15634ae68ffe6_24062024124654.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_7425dc65dbd6ab7df8bc26ae34cedded_24062024124655.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_2dcf695fe37b790f621259c4b37526c0_24062024124655.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_8dd6ae243034465c408c4eed09ec6eb0_24062024124655.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_5929d4cb9065c98d988f9d7fc0e06715_24062024124655.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_4aeeaf8aac29fff94f101a7621570b9e_24062024124654.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_7731445aae97cc92503a81ba39a96ebe_24062024124654.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_7677ab6ffd18904e45c9e588a65a7bbe_24062024124654.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_35da8be36faa68d0ed6e659e0262a91c_24062024124654.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_9f217efa2722dd6d0458f522c2aa6363_24062024124654.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_d1181e429c8028dc2ccc248b91c7a89f_24062024124654.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_65d40b6c870a975b7a5f491b9a217069_24062024124654.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_3803dd4ba697919df9caf7826cbd68f1_14062024022017.png
https://www.smartautos.co.ke/images/CarPhotos/Large_bc933716704f5b6a3dd720f20b6a2499_14062024022017.png
https://www.smartautos.co.ke/images/CarPhotos/Large_ad77f464fd59a43ff0a542073d903981_14062024022017.png
https://www.smartautos.co.ke/images/CarPhotos/Large_61b3a3b698fff8393a844b5fbe5f2154_14062024022017.png
https://www.smartautos.co.ke/images/CarPhotos/Large_cec4d2a382d45bc08e21ff1c2cb7b503_14062024022017.png",Pearl,2018,Auto,Foreign Used
TOYOTA LAND CRUISER V6 LC300 TWIN TURBO 2022,https://www.smartautos.co.ke/detail/TOYOTALAND CRUISER V6 LC300 TWIN TURBO-19165.html,0.00,"Cruise Control, Alarm, Rear Wiper, Leather Seats, CD Player, Sun Roof, Central Locking, Air Conditioning, Power Steering, Power Windows, Electric Seats, ABS, Reverse Parking Sensors, Air Bags, Alloy Wheels, Electric Mirrors, Multi Function Steering Wheel, Navigation, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_10af402aa944d12f98de0d58dcc5f9af_14062024022416.jpeg
https://www.smartautos.co.ke/images/CarPhotos/Large_c61d7b53dff6124317916412c6cf18a5_14062024022427.jpeg
https://www.smartautos.co.ke/images/CarPhotos/Large_f42418dcc9376cfdfbf6d9993454f0dc_14062024022428.jpeg
https://www.smartautos.co.ke/images/CarPhotos/Large_c502eb12dcda098642a4ecdd8b0df8a0_14062024022448.jpeg
https://www.smartautos.co.ke/images/CarPhotos/Large_1de60ca6866a52b203d5d5ada5f24c11_14062024022448.jpeg
https://www.smartautos.co.ke/images/CarPhotos/Large_7abaf6414b7a72d1f41108dbb4f9b3bd_14062024022449.jpeg
https://www.smartautos.co.ke/images/CarPhotos/Large_f48b5cb806694377cbdb51e1b96d30ce_14062024022449.jpeg
https://www.smartautos.co.ke/images/CarPhotos/Large_00416e1abbab6be009201c1d4eb1e799_14062024022449.jpeg
https://www.smartautos.co.ke/images/CarPhotos/Large_676df4f2bd4680ad3c32cde2e41db7f2_14062024022449.jpeg
https://www.smartautos.co.ke/images/CarPhotos/Large_db1b2739ac41da03ed8e7b94eb319538_14062024022449.jpeg
https://www.smartautos.co.ke/images/CarPhotos/Large_2b77fbf93c0c1288bbf840bb75bdf48c_14062024022449.jpeg
https://www.smartautos.co.ke/images/CarPhotos/Large_7b1a05c7d17c673dc4e296658b96b5da_14062024022450.jpeg",Grey,2022,Auto,Foreign Used
MERCEDES GLC 220d 2018,https://www.smartautos.co.ke/detail/MERCEDESGLC 220d-19166.html,0.00,"Cruise Control, Power Lock, Fog Lights, Rear Wiper, Leather Seats, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Side Steps, Reverse Camera, Electric Seats, ABS, Reverse Parking Sensors, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Sliding Panoramic roof, Power Mirrors, Radar safety package, Blind spot monitor, Around view monitor, Burmester sound","https://www.smartautos.co.ke/images/CarPhotos/Large_4f4d5011d61698731332b021b0e5c6a0_14062024023559.png
https://www.smartautos.co.ke/images/CarPhotos/Large_2d8a4641cb6c45f6dcc18eb686dd40ee_14062024023559.png
https://www.smartautos.co.ke/images/CarPhotos/Large_6252ce00499f269f04c4ec62a0ebfad6_14062024023559.png
https://www.smartautos.co.ke/images/CarPhotos/Large_2149148788ea8db384208f4453d387be_14062024023600.png
https://www.smartautos.co.ke/images/CarPhotos/Large_c8cf9057f351adb9e45ab0af5251e50a_14062024023600.png
https://www.smartautos.co.ke/images/CarPhotos/Large_0ed866838d429aa704c3d34a7c9ddf62_14062024023600.png
https://www.smartautos.co.ke/images/CarPhotos/Large_a9326eeb8f4a78809c3133fb38266230_14062024023600.png
https://www.smartautos.co.ke/images/CarPhotos/Large_896a7776aa12bb9b28f85aa224b78b7c_14062024023600.png
https://www.smartautos.co.ke/images/CarPhotos/Large_3d53eb59431013165e80625c750ee03e_14062024023600.png
https://www.smartautos.co.ke/images/CarPhotos/Large_45b7b7302c5b36eaa698b53593fe9f45_14062024023600.png",Pearl,2018,Auto,Foreign Used
SUBARU OUTBACK 2018,https://www.smartautos.co.ke/detail/SUBARUOUTBACK-19167.html,0.00,"Fog Lights, Rear Wiper, Leather Seats, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Reverse Camera, Electric Seats, ABS, Reverse Parking Sensors, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_2afb7c69dd93b3a57b348f5f962a0bc6_14062024024410.png
https://www.smartautos.co.ke/images/CarPhotos/Large_821af9ec68493d76da219efc850081ee_14062024024411.png
https://www.smartautos.co.ke/images/CarPhotos/Large_75fdb3145f3aef3271f00f25efd9938c_14062024024411.png
https://www.smartautos.co.ke/images/CarPhotos/Large_66255049fb73ff9a26a61936e72bf012_28062024120756.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_dfb53fe6cb43d67aba9f06460bd86f8a_28062024120756.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_75046cc963094c9f9c22d8c27d28544d_28062024120756.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_012566e7b4654e48125c620eb9946328_28062024120756.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_7d7479c146d62e97e0845d48062de8df_28062024120756.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_af9a9b55c422c02982966b3516097062_28062024120756.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_dd10a181d9335f026579b716ef12a239_28062024120756.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_3110e558be738ccbeec4987616637f25_28062024120756.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_9dba18df2b660ccfa53b83c1ab09fc4e_28062024120756.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_800237bac7436786e866913d32706fb7_28062024120756.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_af7064314b103a8c554ee14ffcda3d4e_28062024120757.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_485ce6cbfc7e8a7dfe53366d35ce1367_28062024120757.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_95b026f500565080b58a68e7b476fc85_28062024120757.JPG",Green,2018,Auto,Foreign Used
